0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,277
302,259
303,240
304,225
305,226
306,223
307,185
308,237
309,212
310,218
311,183
312,167
313,191
314,181
315,201
316,186
317,203
318,175
319,147
320,133
321,157
322,173
323,151
324,155
325,145
326,143
327,154
328,155
329,148
330,125
331,148
332,142
333,128
334,138
335,131
336,113
337,117
338,124
339,121
340,109
341,135
342,87
343,122
344,108
345,118
346,115
347,94
348,100
349,106
350,106
351,109
352,110
353,99
354,106
355,103
356,118
357,105
358,112
359,106
360,106
361,94
362,115
363,93
364,90
365,95
366,112
367,88
368,99
369,99
370,83
371,121
372,102
373,105
374,109
375,100
376,117
377,81
378,108
379,101
380,81
381,117
382,100
383,86
384,98
385,91
386,110
387,104
388,109
389,101
390,104
391,85
392,72
393,116
394,83
395,81
396,83
397,97
398,86
399,124
400,74
401,82
402,109
403,104
404,89
405,99
406,93
407,79
408,95
409,101
410,100
411,98
412,104
413,103
414,94
415,104
416,91
417,98
418,110
419,96
420,112
421,95
422,91
423,117
424,91
425,90
426,95
427,95
428,77
429,102
430,93
431,111
432,106
433,114
434,95
435,87
436,91
437,113
438,103
439,107
440,88
441,109
442,77
443,98
444,121
445,110
446,113
447,111
448,104
449,90
450,94
451,112
452,110
453,120
454,107
455,100
456,113
457,106
458,103
459,101
460,109
461,125
462,91
463,105
464,92
465,100
466,107
467,89
468,108
469,103
470,95
471,99
472,107
473,103
474,109
475,105
476,95
477,110
478,103
479,109
480,109
481,108
482,111
483,100
484,121
485,96
486,116
487,109
488,116
489,83
490,116
491,97
492,119
493,92
494,103
495,101
496,111
497,113
498,115
499,130
500,112
501,123
502,112
503,95
504,114
505,101
506,91
507,108
508,106
509,108
510,95
511,112
512,125
513,93
514,103
515,109
516,107
517,113
518,128
519,115
520,111
521,122
522,115
523,93
524,122
525,118
526,124
527,115
528,97
529,107
530,127
531,105
532,120
533,119
